t,retail_sales_MoM_change
2018-10-01,0.006505576208178487
2018-11-01,-0.0009233610341643494
2018-12-01,0.003696857670979492
2019-01-01,0.011049723756906049
2019-02-01,0.004553734061930825
2019-03-01,0.0027198549410698547
2019-04-01,0.002712477396021873
2019-05-01,-0.020739404869251632
2019-06-01,0.030386740331491913
2019-07-01,-0.00357462019660415
2019-08-01,-0.0026905829596411968
2019-09-01,0.008093525179855954
2019-10-01,-0.010704727921498569
2019-11-01,0.0054102795311090635
2019-12-01,0.00627802690582957
2020-01-01,0.002673796791443861
2020-02-01,0.00533333333333319
2020-03-01,-0.014146772767462346
2020-04-01,-0.053811659192825156
2020-05-01,0.11279620853080563
